ID,Start time,Completion time,Email,Name,Last modified time,Yaşınız,Cinsiyet,Eğitim Durumunuz,Aylık Ortalama Gelir Düzeyiniz,Güncel Çalışma Durumunuz,Şans oyunlarını ne sıklıkla oynarsınız?,"Oynadığınız oyunlarda ne sıklıkla kazanç yakalarsınız?
","Bugüne kadarki şans oyunu deneyiminizi düşündüğünüzde, genel maddi durumunuz nedir?","Şans oyunlarından (son 6-12 ay içerisindeki) tahmini toplam kazanç miktarınız hangi aralıktadır?
","Şans oyunlarından kazanç elde ettiğinizde, bu parayı genellikle nasıl değerlendirirsiniz?",En sık hangi tür oyunları tercih ediyorsunuz ?,Kaç yıldır şans oyunları/kumar ile ilgileniyorsunuz ?,Şans oyunlarında kazanmam büyük ölçüde şansa bağlıdır.,Doğru strateji kurarsam şans oyunlarında kazanma ihtimalim artar.,Kazandığımda bunun nedeni genellikle doğru hamleler yapmamdır. ,Yakın çevremde (arkadaş/aile) şans oyunlarından düzenli kazanan kişiler vardır.,Para kazanmak için uzun saatler çalışmak gerekir. ,Hayatta başarı ancak sabırlı ve disiplinli çalışmayla elde edilir.,Emek harcanmadan kazanılan paranın benim gözümde değeri düşüktür. ,"Çalışmadan elde edilen hızlı kazançlar (piyango vb.), insanın çalışma disiplinini bozar."," Bir işi başarmak için harcanan zaman ve ter, sonucun kendisinden daha değerlidir."
117,1/11/26 23:57:07,1/11/26 23:58:01,anonymous,,,29,Erkek,Lisans,35.001 - 60.000 TL,Tam Zamanlı Çalışıyorum,Haftada birkaç kez,Ara sıra kazanırım (Yarı yarıya diyebilirim),Zarardayım (Kaybettiğim miktar daha fazla),0 - 1.000 TL,Doğrudan tekrar şans oyunlarına/bahise yatırırım,"Spor Bahisleri (İddaa, Maç sonucu, Canlı bahis vb.)",3- 5 yıl,2,5,5,2,3,2,2,2,1
118,1/11/26 23:58:10,1/11/26 23:59:06,anonymous,,,24,Erkek,Ön Lisans (MYO),60.001 - 100.000 TL,Tam Zamanlı Çalışıyorum,Ayda 1-3 kez,Ara sıra kazanırım (Yarı yarıya diyebilirim),"Kârdayım (Kazandığım miktar, kaybettiğimden fazla)",15.001 - 30.000 TL,Doğrudan tekrar şans oyunlarına/bahise yatırırım,"Spor Bahisleri (İddaa, Maç sonucu, Canlı bahis vb.)",1 - 3 yıl,3,4,4,2,2,3,1,4,5
119,1/11/26 23:59:18,1/12/26 0:01:07,anonymous,,,24,Kadın,Lisans,23.001 - 35.000 TL,Sadece Öğrenciyim,Haftada birkaç kez,Nadiren kazanırım (%20-30),Başa baş noktasındayım (Kazandığım ve kaybettiğim eşit gibi),1.001 - 5.000 TL,Biriktiririm / Yatırım yaparım,"Yeni Nesil Hızlı Oyunlar (Aviator, Zeppelin, Spaceman vb.)",1 - 3 yıl,5,2,2,4,2,3,2,3,3
120,1/12/26 0:01:19,1/12/26 0:04:11,anonymous,,,26,Kadın,Lisans,60.001 - 100.000 TL,Tam Zamanlı Çalışıyorum,Ayda 1-3 kez,Ara sıra kazanırım (Yarı yarıya diyebilirim),Zarardayım (Kaybettiğim miktar daha fazla),0 - 1.000 TL,"Keyfi harcamalar (yemek, eğlence, giyim vb.) için kullanırım","Klasik Şans Oyunları (Milli Piyango, Sayısal Loto, Kazı Kazan)",3- 5 yıl,5,1,1,2,3,4,4,4,4
121,1/12/26 0:04:13,1/12/26 0:04:57,anonymous,,,22,Erkek,Lisans,23.001 - 35.000 TL,Sadece Öğrenciyim,Haftada birkaç kez,Ara sıra kazanırım (Yarı yarıya diyebilirim),Başa baş noktasındayım (Kazandığım ve kaybettiğim eşit gibi),1.001 - 5.000 TL,"Temel ihtiyaçlarım (kira, fatura, market) için kullanırım","Online Casino ve Şans Oyunları (Slot Oyunları (Sweet Bonanza, Big Bass vb.), Rulet, Poker, Blackjack vb.)",3- 5 yıl,3,3,3,2,2,3,2,3,2
122,1/12/26 0:05:03,1/12/26 0:05:55,anonymous,,,23,Erkek,Ön Lisans (MYO),35.001 - 60.000 TL,Tam Zamanlı Çalışıyorum,Ayda 1'den az / Çok nadir,Nadiren kazanırım (%20-30),Başa baş noktasındayım (Kazandığım ve kaybettiğim eşit gibi),0 - 1.000 TL,"Keyfi harcamalar (yemek, eğlence, giyim vb.) için kullanırım","Yeni Nesil Hızlı Oyunlar (Aviator, Zeppelin, Spaceman vb.)",3- 5 yıl,2,4,4,3,2,2,2,3,3
123,1/12/26 0:06:01,1/12/26 0:06:54,anonymous,,,29,Erkek,Lise,60.001 - 100.000 TL,Tam Zamanlı Çalışıyorum,Haftada 1 kez,Ara sıra kazanırım (Yarı yarıya diyebilirim),"Kârdayım (Kazandığım miktar, kaybettiğimden fazla)",1.001 - 5.000 TL,Doğrudan tekrar şans oyunlarına/bahise yatırırım,"Spor Bahisleri (İddaa, Maç sonucu, Canlı bahis vb.)",5 yıldan fazla,3,4,4,2,3,4,3,4,3
124,1/12/26 0:06:59,1/12/26 0:08:07,anonymous,,,28,Erkek,Lise,100.000 TL üzeri,Tam Zamanlı Çalışıyorum,Ayda 1'den az / Çok nadir,Oynadığımda neredeyse hiç kazanmam (%0-10),Başa baş noktasındayım (Kazandığım ve kaybettiğim eşit gibi),0 - 1.000 TL,"Keyfi harcamalar (yemek, eğlence, giyim vb.) için kullanırım","Klasik Şans Oyunları (Milli Piyango, Sayısal Loto, Kazı Kazan)",3- 5 yıl,5,1,1,2,5,5,5,5,5
125,1/12/26 0:08:09,1/12/26 0:09:00,anonymous,,,35,Erkek,Lise,100.000 TL üzeri,Tam Zamanlı Çalışıyorum,Ayda 1'den az / Çok nadir,Oynadığımda neredeyse hiç kazanmam (%0-10),Başa baş noktasındayım (Kazandığım ve kaybettiğim eşit gibi),0 - 1.000 TL,"Keyfi harcamalar (yemek, eğlence, giyim vb.) için kullanırım","Klasik Şans Oyunları (Milli Piyango, Sayısal Loto, Kazı Kazan)",1 yıldan az,4,2,2,2,3,4,4,5,5
126,1/12/26 0:09:06,1/12/26 0:10:07,anonymous,,,23,Erkek,Lisans,23.001 - 35.000 TL,Sadece Öğrenciyim,Haftada birkaç kez,Nadiren kazanırım (%20-30),Başa baş noktasındayım (Kazandığım ve kaybettiğim eşit gibi),1.001 - 5.000 TL,"Temel ihtiyaçlarım (kira, fatura, market) için kullanırım","Online Casino ve Şans Oyunları (Slot Oyunları (Sweet Bonanza, Big Bass vb.), Rulet, Poker, Blackjack vb.)",1 - 3 yıl,5,2,3,1,3,3,2,3,3
127,1/12/26 1:02:07,1/12/26 1:08:08,anonymous,,,28,Erkek,Lise,60.001 - 100.000 TL,Tam Zamanlı Çalışıyorum,Ayda 1-3 kez,Ara sıra kazanırım (Yarı yarıya diyebilirim),Zarardayım (Kaybettiğim miktar daha fazla),5.001 - 15.000 TL,Doğrudan tekrar şans oyunlarına/bahise yatırırım,"Spor Bahisleri (İddaa, Maç sonucu, Canlı bahis vb.)",5 yıldan fazla,5,2,4,5,2,2,1,5,3
128,1/12/26 1:57:06,1/12/26 1:58:22,anonymous,,,18,Erkek,Ön Lisans (MYO),23.001 - 35.000 TL,Tam Zamanlı Çalışıyorum,Her gün,Nadiren kazanırım (%20-30),Zarardayım (Kaybettiğim miktar daha fazla),30.000 TL üzeri,Doğrudan tekrar şans oyunlarına/bahise yatırırım,"Online Casino ve Şans Oyunları (Slot Oyunları (Sweet Bonanza, Big Bass vb.), Rulet, Poker, Blackjack vb.)",3- 5 yıl,1,1,1,5,5,5,5,5,5
129,1/12/26 1:59:12,1/12/26 2:04:46,anonymous,,,23,Erkek,Lisans,0 - 23.000 TL,Hem Çalışıyor Hem Okuyorum,Ayda 1-3 kez,Ara sıra kazanırım (Yarı yarıya diyebilirim),Başa baş noktasındayım (Kazandığım ve kaybettiğim eşit gibi),1.001 - 5.000 TL,"Keyfi harcamalar (yemek, eğlence, giyim vb.) için kullanırım","Online Casino ve Şans Oyunları (Slot Oyunları (Sweet Bonanza, Big Bass vb.), Rulet, Poker, Blackjack vb.)",5 yıldan fazla,4,3,4,4,2,4,5,2,2
130,1/12/26 10:21:51,1/12/26 10:27:02,anonymous,,,24,Erkek,Lisans,35.001 - 60.000 TL,Tam Zamanlı Çalışıyorum,Ayda 1'den az / Çok nadir,Oynadığımda neredeyse hiç kazanmam (%0-10),Zarardayım (Kaybettiğim miktar daha fazla),0 - 1.000 TL,Doğrudan tekrar şans oyunlarına/bahise yatırırım,"Spor Bahisleri (İddaa, Maç sonucu, Canlı bahis vb.)",1 yıldan az,5,5,5,3,3,3,5,5,5
131,1/12/26 15:06:32,1/12/26 15:18:43,anonymous,,,21,Erkek,Lise,23.001 - 35.000 TL,Tam Zamanlı Çalışıyorum,Ayda 1'den az / Çok nadir,Ara sıra kazanırım (Yarı yarıya diyebilirim),Başa baş noktasındayım (Kazandığım ve kaybettiğim eşit gibi),0 - 1.000 TL,Doğrudan tekrar şans oyunlarına/bahise yatırırım,"Online Casino ve Şans Oyunları (Slot Oyunları (Sweet Bonanza, Big Bass vb.), Rulet, Poker, Blackjack vb.)",5 yıldan fazla,5,5,5,3,4,4,5,4,4
132,1/12/26 16:26:57,1/12/26 16:29:50,anonymous,,,23,Erkek,Lisans,23.001 - 35.000 TL,Sadece Öğrenciyim,Ayda 1'den az / Çok nadir,Nadiren kazanırım (%20-30),Zarardayım (Kaybettiğim miktar daha fazla),0 - 1.000 TL,"Keyfi harcamalar (yemek, eğlence, giyim vb.) için kullanırım","Spor Bahisleri (İddaa, Maç sonucu, Canlı bahis vb.)",5 yıldan fazla,2,5,4,4,4,4,5,5,4
133,1/13/26 16:53:46,1/13/26 16:57:49,anonymous,,,24,Erkek,Lisansüstü (Yüksek Lisans/Doktora) ,35.001 - 60.000 TL,Hem Çalışıyor Hem Okuyorum,Her gün,Sık kazanırım (Genelde boş geçmem),Başa baş noktasındayım (Kazandığım ve kaybettiğim eşit gibi),15.001 - 30.000 TL,Doğrudan tekrar şans oyunlarına/bahise yatırırım,"Yeni Nesil Hızlı Oyunlar (Aviator, Zeppelin, Spaceman vb.)",3- 5 yıl,1,5,5,5,1,1,1,1,2
134,1/13/26 16:58:18,1/13/26 16:59:29,anonymous,,,23,Kadın,Ön Lisans (MYO),23.001 - 35.000 TL,Tam Zamanlı Çalışıyorum,Her gün,Sık kazanırım (Genelde boş geçmem),Zarardayım (Kaybettiğim miktar daha fazla),15.001 - 30.000 TL,Doğrudan tekrar şans oyunlarına/bahise yatırırım,"Yeni Nesil Hızlı Oyunlar (Aviator, Zeppelin, Spaceman vb.)",3- 5 yıl,5,1,1,5,1,2,1,3,1
135,1/13/26 16:58:05,1/13/26 17:00:41,anonymous,,,21,Kadın,Lisansüstü (Yüksek Lisans/Doktora) ,23.001 - 35.000 TL,Hem Çalışıyor Hem Okuyorum,Haftada 1 kez,Ara sıra kazanırım (Yarı yarıya diyebilirim),Zarardayım (Kaybettiğim miktar daha fazla),15.001 - 30.000 TL,Doğrudan tekrar şans oyunlarına/bahise yatırırım,"Yeni Nesil Hızlı Oyunlar (Aviator, Zeppelin, Spaceman vb.)",1 - 3 yıl,2,4,4,5,2,2,3,1,2
136,1/13/26 16:59:39,1/13/26 17:02:36,anonymous,,,24,Kadın,Lisansüstü (Yüksek Lisans/Doktora) ,35.001 - 60.000 TL,Hem Çalışıyor Hem Okuyorum,Her gün,Sık kazanırım (Genelde boş geçmem),"Kârdayım (Kazandığım miktar, kaybettiğimden fazla)",15.001 - 30.000 TL,Doğrudan tekrar şans oyunlarına/bahise yatırırım,"Yeni Nesil Hızlı Oyunlar (Aviator, Zeppelin, Spaceman vb.)",3- 5 yıl,1,5,5,5,1,2,1,2,2
137,1/13/26 17:02:09,1/13/26 17:04:30,anonymous,,,25,Erkek,Lise,35.001 - 60.000 TL,Tam Zamanlı Çalışıyorum,Ayda 1'den az / Çok nadir,Nadiren kazanırım (%20-30),Başa baş noktasındayım (Kazandığım ve kaybettiğim eşit gibi),15.001 - 30.000 TL,Doğrudan tekrar şans oyunlarına/bahise yatırırım,"Yeni Nesil Hızlı Oyunlar (Aviator, Zeppelin, Spaceman vb.)",1 yıldan az,4,4,4,3,3,5,2,4,5
138,1/13/26 17:04:07,1/13/26 17:05:57,anonymous,,,24,Kadın,Lisansüstü (Yüksek Lisans/Doktora) ,35.001 - 60.000 TL,Hem Çalışıyor Hem Okuyorum,Haftada birkaç kez,Ara sıra kazanırım (Yarı yarıya diyebilirim),Zarardayım (Kaybettiğim miktar daha fazla),5.001 - 15.000 TL,Doğrudan tekrar şans oyunlarına/bahise yatırırım,"Yeni Nesil Hızlı Oyunlar (Aviator, Zeppelin, Spaceman vb.)",5 yıldan fazla,1,5,5,3,2,2,2,2,2
139,1/13/26 17:06:11,1/13/26 17:06:59,anonymous,,,23,Erkek,Lisansüstü (Yüksek Lisans/Doktora) ,35.001 - 60.000 TL,Hem Çalışıyor Hem Okuyorum,Her gün,Sık kazanırım (Genelde boş geçmem),"Kârdayım (Kazandığım miktar, kaybettiğimden fazla)",15.001 - 30.000 TL,Doğrudan tekrar şans oyunlarına/bahise yatırırım,"Yeni Nesil Hızlı Oyunlar (Aviator, Zeppelin, Spaceman vb.)",3- 5 yıl,1,5,5,4,2,3,2,2,2
140,1/13/26 17:07:05,1/13/26 17:08:16,anonymous,,,25,Kadın,Ön Lisans (MYO),23.001 - 35.000 TL,Tam Zamanlı Çalışıyorum,Haftada 1 kez,Ara sıra kazanırım (Yarı yarıya diyebilirim),"Kârdayım (Kazandığım miktar, kaybettiğimden fazla)",5.001 - 15.000 TL,Doğrudan tekrar şans oyunlarına/bahise yatırırım,"Yeni Nesil Hızlı Oyunlar (Aviator, Zeppelin, Spaceman vb.)",3- 5 yıl,5,1,5,5,1,2,1,3,2
141,1/13/26 17:08:31,1/13/26 17:09:51,anonymous,,,24,Erkek,Lisansüstü (Yüksek Lisans/Doktora) ,35.001 - 60.000 TL,Hem Çalışıyor Hem Okuyorum,Her gün,Sık kazanırım (Genelde boş geçmem),"Kârdayım (Kazandığım miktar, kaybettiğimden fazla)",15.001 - 30.000 TL,Doğrudan tekrar şans oyunlarına/bahise yatırırım,"Yeni Nesil Hızlı Oyunlar (Aviator, Zeppelin, Spaceman vb.)",3- 5 yıl,1,5,5,4,2,2,2,2,2
142,1/13/26 17:09:55,1/13/26 17:10:33,anonymous,,,24,Erkek,Lisansüstü (Yüksek Lisans/Doktora) ,35.001 - 60.000 TL,Hem Çalışıyor Hem Okuyorum,Her gün,Sık kazanırım (Genelde boş geçmem),"Kârdayım (Kazandığım miktar, kaybettiğimden fazla)",30.000 TL üzeri,Doğrudan tekrar şans oyunlarına/bahise yatırırım,"Yeni Nesil Hızlı Oyunlar (Aviator, Zeppelin, Spaceman vb.)",5 yıldan fazla,1,5,5,5,1,2,2,2,2
143,1/13/26 17:09:24,1/13/26 17:11:33,anonymous,,,26,Erkek,Lisansüstü (Yüksek Lisans/Doktora) ,60.001 - 100.000 TL,Tam Zamanlı Çalışıyorum,Her gün,Sık kazanırım (Genelde boş geçmem),Zarardayım (Kaybettiğim miktar daha fazla),15.001 - 30.000 TL,Doğrudan tekrar şans oyunlarına/bahise yatırırım,"Online Casino ve Şans Oyunları (Slot Oyunları (Sweet Bonanza, Big Bass vb.), Rulet, Poker, Blackjack vb.)",1 - 3 yıl,1,5,5,5,1,1,1,1,1
144,1/13/26 17:10:37,1/13/26 17:11:35,anonymous,,,23,Kadın,Ön Lisans (MYO),23.001 - 35.000 TL,Tam Zamanlı Çalışıyorum,Her gün,Sık kazanırım (Genelde boş geçmem),Zarardayım (Kaybettiğim miktar daha fazla),5.001 - 15.000 TL,Doğrudan tekrar şans oyunlarına/bahise yatırırım,"Yeni Nesil Hızlı Oyunlar (Aviator, Zeppelin, Spaceman vb.)",3- 5 yıl,1,4,4,3,2,2,1,2,2
145,1/13/26 17:12:03,1/13/26 17:13:18,anonymous,,,24,Kadın,Lisansüstü (Yüksek Lisans/Doktora) ,35.001 - 60.000 TL,Hem Çalışıyor Hem Okuyorum,Her gün,Sık kazanırım (Genelde boş geçmem),Zarardayım (Kaybettiğim miktar daha fazla),1.001 - 5.000 TL,Doğrudan tekrar şans oyunlarına/bahise yatırırım,"Yeni Nesil Hızlı Oyunlar (Aviator, Zeppelin, Spaceman vb.)",3- 5 yıl,1,5,5,5,2,2,1,2,1
146,1/13/26 17:12:03,1/13/26 17:14:16,anonymous,,,22,Kadın,Ön Lisans (MYO),23.001 - 35.000 TL,Hem Çalışıyor Hem Okuyorum,Ayda 1'den az / Çok nadir,Nadiren kazanırım (%20-30),Başa baş noktasındayım (Kazandığım ve kaybettiğim eşit gibi),1.001 - 5.000 TL,"Temel ihtiyaçlarım (kira, fatura, market) için kullanırım","Klasik Şans Oyunları (Milli Piyango, Sayısal Loto, Kazı Kazan)",1 - 3 yıl,5,1,1,1,4,4,4,4,5
147,1/13/26 17:17:21,1/13/26 17:18:40,anonymous,,,25,Erkek,Lisans,23.001 - 35.000 TL,Sadece Öğrenciyim,Ayda 1'den az / Çok nadir,Oynadığımda neredeyse hiç kazanmam (%0-10),Başa baş noktasındayım (Kazandığım ve kaybettiğim eşit gibi),0 - 1.000 TL,"Temel ihtiyaçlarım (kira, fatura, market) için kullanırım","Spor Bahisleri (İddaa, Maç sonucu, Canlı bahis vb.)",1 yıldan az,5,1,1,3,5,5,5,5,5
148,1/13/26 17:19:24,1/13/26 17:20:15,anonymous,,,23,Kadın,Ön Lisans (MYO),23.001 - 35.000 TL,Hem Çalışıyor Hem Okuyorum,Her gün,Sık kazanırım (Genelde boş geçmem),"Kârdayım (Kazandığım miktar, kaybettiğimden fazla)",15.001 - 30.000 TL,Doğrudan tekrar şans oyunlarına/bahise yatırırım,"Online Casino ve Şans Oyunları (Slot Oyunları (Sweet Bonanza, Big Bass vb.), Rulet, Poker, Blackjack vb.)",5 yıldan fazla,1,5,5,5,2,2,1,2,1
149,1/13/26 17:18:47,1/13/26 17:20:25,anonymous,,,23,Erkek,Lisans,35.001 - 60.000 TL,Hem Çalışıyor Hem Okuyorum,Haftada birkaç kez,Sık kazanırım (Genelde boş geçmem),Zarardayım (Kaybettiğim miktar daha fazla),15.001 - 30.000 TL,Doğrudan tekrar şans oyunlarına/bahise yatırırım,"Yeni Nesil Hızlı Oyunlar (Aviator, Zeppelin, Spaceman vb.)",3- 5 yıl,1,5,5,5,1,1,1,1,1
150,1/13/26 17:20:20,1/13/26 17:21:00,anonymous,,,25,Erkek,Lisans,23.001 - 35.000 TL,Sadece Öğrenciyim,Her gün,Neredeyse her oynadığımda kazanırım,"Kârdayım (Kazandığım miktar, kaybettiğimden fazla)",5.001 - 15.000 TL,Doğrudan tekrar şans oyunlarına/bahise yatırırım,"Yeni Nesil Hızlı Oyunlar (Aviator, Zeppelin, Spaceman vb.)",3- 5 yıl,1,5,5,3,2,3,1,1,1
151,1/13/26 17:21:05,1/13/26 17:22:13,anonymous,,,23,Erkek,Lisans,23.001 - 35.000 TL,Sadece Öğrenciyim,Haftada 1 kez,Ara sıra kazanırım (Yarı yarıya diyebilirim),Başa baş noktasındayım (Kazandığım ve kaybettiğim eşit gibi),1.001 - 5.000 TL,"Temel ihtiyaçlarım (kira, fatura, market) için kullanırım","Online Casino ve Şans Oyunları (Slot Oyunları (Sweet Bonanza, Big Bass vb.), Rulet, Poker, Blackjack vb.)",1 - 3 yıl,3,4,3,3,2,3,2,2,2
152,1/13/26 17:21:06,1/13/26 17:23:44,anonymous,,,22,Erkek,Lisansüstü (Yüksek Lisans/Doktora) ,23.001 - 35.000 TL,Sadece Öğrenciyim,Haftada 1 kez,Ara sıra kazanırım (Yarı yarıya diyebilirim),Başa baş noktasındayım (Kazandığım ve kaybettiğim eşit gibi),5.001 - 15.000 TL,Doğrudan tekrar şans oyunlarına/bahise yatırırım,"Online Casino ve Şans Oyunları (Slot Oyunları (Sweet Bonanza, Big Bass vb.), Rulet, Poker, Blackjack vb.)",1 - 3 yıl,3,4,4,4,2,3,4,2,1
153,1/13/26 17:22:17,1/13/26 17:23:44,anonymous,,,24,Erkek,Lisans,23.001 - 35.000 TL,Sadece Öğrenciyim,Haftada 1 kez,Ara sıra kazanırım (Yarı yarıya diyebilirim),"Kârdayım (Kazandığım miktar, kaybettiğimden fazla)",5.001 - 15.000 TL,Doğrudan tekrar şans oyunlarına/bahise yatırırım,"Spor Bahisleri (İddaa, Maç sonucu, Canlı bahis vb.)",1 - 3 yıl,2,5,5,3,3,2,3,2,3
154,1/13/26 17:23:47,1/13/26 17:24:44,anonymous,,,25,Erkek,Ön Lisans (MYO),23.001 - 35.000 TL,Tam Zamanlı Çalışıyorum,Haftada 1 kez,Nadiren kazanırım (%20-30),Başa baş noktasındayım (Kazandığım ve kaybettiğim eşit gibi),1.001 - 5.000 TL,"Temel ihtiyaçlarım (kira, fatura, market) için kullanırım","Spor Bahisleri (İddaa, Maç sonucu, Canlı bahis vb.)",1 - 3 yıl,3,4,3,3,2,3,2,2,2
155,1/13/26 17:24:04,1/13/26 17:25:31,anonymous,,,27,Erkek,Lisans,60.001 - 100.000 TL,Tam Zamanlı Çalışıyorum,Her gün,Sık kazanırım (Genelde boş geçmem),Zarardayım (Kaybettiğim miktar daha fazla),30.000 TL üzeri,Doğrudan tekrar şans oyunlarına/bahise yatırırım,"Yeni Nesil Hızlı Oyunlar (Aviator, Zeppelin, Spaceman vb.)",3- 5 yıl,1,5,5,5,1,1,1,1,1
156,1/13/26 17:24:53,1/13/26 17:25:51,anonymous,,,23,Erkek,Lisans,23.001 - 35.000 TL,Sadece Öğrenciyim,Haftada 1 kez,Nadiren kazanırım (%20-30),"Kârdayım (Kazandığım miktar, kaybettiğimden fazla)",5.001 - 15.000 TL,Doğrudan tekrar şans oyunlarına/bahise yatırırım,"Yeni Nesil Hızlı Oyunlar (Aviator, Zeppelin, Spaceman vb.)",1 - 3 yıl,3,4,3,3,2,3,2,2,2
157,1/13/26 17:26:57,1/13/26 17:28:06,anonymous,,,27,Erkek,Lisans,100.000 TL üzeri,Tam Zamanlı Çalışıyorum,Her gün,Ara sıra kazanırım (Yarı yarıya diyebilirim),Zarardayım (Kaybettiğim miktar daha fazla),5.001 - 15.000 TL,Doğrudan tekrar şans oyunlarına/bahise yatırırım,"Online Casino ve Şans Oyunları (Slot Oyunları (Sweet Bonanza, Big Bass vb.), Rulet, Poker, Blackjack vb.)",3- 5 yıl,4,4,3,3,2,2,2,2,2
158,1/13/26 17:25:38,1/13/26 17:28:48,anonymous,,,29,Erkek,Lisans,100.000 TL üzeri,Tam Zamanlı Çalışıyorum,Her gün,Nadiren kazanırım (%20-30),Zarardayım (Kaybettiğim miktar daha fazla),30.000 TL üzeri,Doğrudan tekrar şans oyunlarına/bahise yatırırım,"Yeni Nesil Hızlı Oyunlar (Aviator, Zeppelin, Spaceman vb.)",5 yıldan fazla,1,5,5,5,1,1,1,1,1
159,1/13/26 17:28:10,1/13/26 17:29:14,anonymous,,,26,Erkek,Lisans,100.000 TL üzeri,Tam Zamanlı Çalışıyorum,Her gün,Ara sıra kazanırım (Yarı yarıya diyebilirim),Başa baş noktasındayım (Kazandığım ve kaybettiğim eşit gibi),30.000 TL üzeri,Doğrudan tekrar şans oyunlarına/bahise yatırırım,"Online Casino ve Şans Oyunları (Slot Oyunları (Sweet Bonanza, Big Bass vb.), Rulet, Poker, Blackjack vb.)",5 yıldan fazla,1,4,4,5,2,2,2,1,2
160,1/13/26 17:28:55,1/13/26 17:30:18,anonymous,,,24,Kadın,Lisans,35.001 - 60.000 TL,Hem Çalışıyor Hem Okuyorum,Ayda 1'den az / Çok nadir,Ara sıra kazanırım (Yarı yarıya diyebilirim),"Kârdayım (Kazandığım miktar, kaybettiğimden fazla)",5.001 - 15.000 TL,Biriktiririm / Yatırım yaparım,"Klasik Şans Oyunları (Milli Piyango, Sayısal Loto, Kazı Kazan)",3- 5 yıl,4,4,4,4,2,2,2,2,2
161,1/13/26 17:29:18,1/13/26 17:30:31,anonymous,,,28,Kadın,Lisans,100.000 TL üzeri,Tam Zamanlı Çalışıyorum,Her gün,Ara sıra kazanırım (Yarı yarıya diyebilirim),Zarardayım (Kaybettiğim miktar daha fazla),5.001 - 15.000 TL,Doğrudan tekrar şans oyunlarına/bahise yatırırım,"Yeni Nesil Hızlı Oyunlar (Aviator, Zeppelin, Spaceman vb.)",3- 5 yıl,5,5,4,4,2,1,1,2,2
162,1/13/26 17:30:26,1/13/26 17:31:34,anonymous,,,21,Erkek,Ön Lisans (MYO),23.001 - 35.000 TL,Sadece Öğrenciyim,Her gün,Nadiren kazanırım (%20-30),Zarardayım (Kaybettiğim miktar daha fazla),15.001 - 30.000 TL,Doğrudan tekrar şans oyunlarına/bahise yatırırım,"Yeni Nesil Hızlı Oyunlar (Aviator, Zeppelin, Spaceman vb.)",3- 5 yıl,1,5,5,5,1,2,2,2,1
163,1/13/26 17:29:02,1/13/26 17:31:39,anonymous,,,22,Erkek,Lisans,0 - 23.000 TL,Sadece Öğrenciyim,Ayda 1-3 kez,Nadiren kazanırım (%20-30),Zarardayım (Kaybettiğim miktar daha fazla),5.001 - 15.000 TL,"Keyfi harcamalar (yemek, eğlence, giyim vb.) için kullanırım","Online Casino ve Şans Oyunları (Slot Oyunları (Sweet Bonanza, Big Bass vb.), Rulet, Poker, Blackjack vb.)",1 - 3 yıl,3,4,3,4,2,4,4,4,2
164,1/13/26 17:30:41,1/13/26 17:31:43,anonymous,,,27,Kadın,Lisansüstü (Yüksek Lisans/Doktora) ,60.001 - 100.000 TL,Hem Çalışıyor Hem Okuyorum,Her gün,Ara sıra kazanırım (Yarı yarıya diyebilirim),Başa baş noktasındayım (Kazandığım ve kaybettiğim eşit gibi),5.001 - 15.000 TL,Doğrudan tekrar şans oyunlarına/bahise yatırırım,"Yeni Nesil Hızlı Oyunlar (Aviator, Zeppelin, Spaceman vb.)",3- 5 yıl,2,4,5,4,1,2,1,2,2
165,1/13/26 17:32:15,1/13/26 17:33:58,anonymous,,,24,Kadın,Lisansüstü (Yüksek Lisans/Doktora) ,100.000 TL üzeri,Tam Zamanlı Çalışıyorum,Ayda 1'den az / Çok nadir,Nadiren kazanırım (%20-30),Başa baş noktasındayım (Kazandığım ve kaybettiğim eşit gibi),0 - 1.000 TL,"Keyfi harcamalar (yemek, eğlence, giyim vb.) için kullanırım","Klasik Şans Oyunları (Milli Piyango, Sayısal Loto, Kazı Kazan)",3- 5 yıl,5,2,2,2,4,4,4,5,5
166,1/13/26 17:33:08,1/13/26 17:34:45,anonymous,,,23,Kadın,Lisans,23.001 - 35.000 TL,Sadece Öğrenciyim,Ayda 1'den az / Çok nadir,Oynadığımda neredeyse hiç kazanmam (%0-10),Zarardayım (Kaybettiğim miktar daha fazla),0 - 1.000 TL,"Keyfi harcamalar (yemek, eğlence, giyim vb.) için kullanırım","Online Casino ve Şans Oyunları (Slot Oyunları (Sweet Bonanza, Big Bass vb.), Rulet, Poker, Blackjack vb.)",1 - 3 yıl,5,2,1,5,5,5,5,5,5
167,1/13/26 17:33:22,1/13/26 17:35:03,anonymous,,,21,Erkek,Lisans,0 - 23.000 TL,Hem Çalışıyor Hem Okuyorum,Her gün,Sık kazanırım (Genelde boş geçmem),"Kârdayım (Kazandığım miktar, kaybettiğimden fazla)",30.000 TL üzeri,"Keyfi harcamalar (yemek, eğlence, giyim vb.) için kullanırım","Online Casino ve Şans Oyunları (Slot Oyunları (Sweet Bonanza, Big Bass vb.), Rulet, Poker, Blackjack vb.)",5 yıldan fazla,4,1,4,4,3,5,2,1,3
